id,sd,note,group_name,year,trait,subcategory,mr,author,build,category,consortium,pmid,nsnp,population,sex,ontology,unit,priority,sample_size,ncase,ncontrol
ubm-a-2416,,,public,2018.0,NET100 1260,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-I9_ARTOTH,,,public,2018.0,Other diseases of arteries and capillaries,,1,Neale lab,HG19/GRCh37,Binary,,,9426753,European,Males and Females,,,0,361194.0,1083.0,360111.0
prot-a-2484,,,public,2018.0,UV excision repair protein RAD23 homolog B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2023,,,public,2018.0,NET100 0867,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ebi-a-GCST006945,,,public,2018.0,Feeling guilty,,1,Nagel M,HG19/GRCh37,,,29500382.0,10824730,European,,,,0,373380.0,,
ieu-a-969,,,public,2015.0,Ulcerative colitis,Autoimmune / inflammatory,1,Liu,HG19/GRCh37,Disease,IIBDGC,26192919.0,156116,East Asian,Males and Females,,log odds,1,4853.0,1134.0,3719.0
ieu-a-97,0.0665,,public,2013.0,Height,Anthropometric,1,Randall JC,HG19/GRCh37,Risk factor,GIANT,23754948.0,2748546,European,Females,,SD (m),3,73137.0,,
prot-b-53,,,public,2018.0,C-C motif chemokine ligand 3,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
prot-a-39,,,public,2018.0,AarF domain-containing protein kinase 4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-a-571,,,public,2017.0,Diagnoses - main ICD10: M70 Soft tissue disorders related to use  overuse and pressure,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337199.0,673.0,336526.0
ebi-a-GCST006091,,,public,2018.0,Freckles,,1,Endo C,HG19/GRCh37,,,29895819.0,581879,East Asian,,,logOR,0,11182.0,7148.0,4034.0
ebi-a-GCST005223,,,public,2014.0,Ratio of the area under the curve for insulin and the area under the curve for glucose,,1,Prokopenko I,HG19/GRCh37,,,24699409.0,2428622,European,,,,0,4231.0,,
ukb-b-10793,,104560: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Pear intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ubm-a-2294,,,public,2018.0,NET100 1138,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-3104,,,public,2018.0,Thymic stromal lymphopoietin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-208,,,public,2018.0,Zinc-alpha-2-glycoprotein,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-444,0.143171848,,public,2014.0,X-10510,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545516,European,Males and Females,,log10 units,1,7792.0,,
prot-a-2733,,,public,2018.0,Signal-regulatory protein beta-1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-H40,,,public,2018.0,Diagnoses - main ICD10: H40 Glaucoma,,1,Neale lab,HG19/GRCh37,Binary,,,10233350,European,Males and Females,,,0,361194.0,1715.0,359479.0
ubm-a-358,,,public,2018.0,IDP dMRI TBSS L1 Posterior limb of internal capsule R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-13979,,20002#1651: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Non-cancer illness code, self-reported: fracture lower leg / ankle",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1878.0,461055.0
prot-a-982,,,public,2018.0,ERO1-like protein alpha,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1649,,,public,2018.0,Kin of IRRE-like protein 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-20038,,41202#Z138: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: Z13.8 Special screening examination for other specified diseases and disorders,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1246.0,461764.0
prot-a-1378,,,public,2018.0,Heparan-sulfate 6-O-sulfotransferase 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2681,,,public,2018.0,Semenogelin-1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1199,,,public,2018.0,NET100 0043,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-2965,,,public,2018.0,a2009s lh G&S cingul-Mid-Ant thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-488,,,public,2018.0,Cadherin-related family member 3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2460,,,public,2018.0,NET100 1304,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-a-414,,,public,2017.0,Illness  injury  bereavement  stress in last 2 years: None of the above,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,335219.0,189518.0,145701.0
ubm-a-1734,,,public,2018.0,NET100 0578,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ebi-a-GCST005232,,,public,2017.0,Neuroticism,,1,Luciano M,HG19/GRCh37,,,29255261.0,18436568,European,,,,0,329821.0,,
prot-a-1666,,,public,2018.0,Kallikrein-7,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-78,0.07607940864,Adjusted for BMI,public,2015.0,Waist-to-hip ratio,Anthropometric,1,Shungin D,HG19/GRCh37,Risk factor,GIANT,25673412.0,2544137,Mixed,Males and Females,,SD,9,224452.0,,
ukb-a-467,,,public,2017.0,Why stopped smoking: Health precaution,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,82082.0,51560.0,30522.0
ubm-a-97,,,public,2018.0,IDP T1 FAST ROIs R lingual gyrus,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8427.0,,
prot-a-2978,,,public,2018.0,"Tyrosine-protein kinase receptor Tie-1, soluble",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1986,,,public,2018.0,NET100 0830,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-22601_11133201,,,public,2018.0,"Job coding: senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",,1,Neale lab,HG19/GRCh37,Binary,,,9672586,European,Males and Females,,,0,89866.0,1256.0,88610.0
ukb-a-100,,,public,2017.0,Non-cancer illness code  self-reported: psoriasis,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,3871.0,333288.0
ukb-b-14944,,20004#1458: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operation code: appendicectomy,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,55398.0,407535.0
prot-a-1197,,,public,2018.0,Growth/differentiation factor 9,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-I9_CORATHER,,,public,2018.0,Coronary atherosclerosis,,1,Neale lab,HG19/GRCh37,Binary,,,13586589,European,Males and Females,,,0,361194.0,14334.0,346860.0
ubm-a-130,,,public,2018.0,IDP T1 FAST ROIs L hippocampus,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8427.0,,
ieu-a-1189,,,public,2017.0,Obsessive Compulsive Disorder,Psychiatric / neurological,1,,HG19/GRCh37,Disease,PGC,0.0,8409517,European,Males and Females,,\\N,0,33925.0,26888.0,7037.0
ukb-b-15918,,41246#1390: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment speciality of consultant (recoded): Dermatology,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,444587.0,8914.0,435673.0
ukb-b-19158,,6179#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Mineral and other dietary supplements: Selenium,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,461384.0,11059.0,450325.0
prot-a-1068,,,public,2018.0,F-box/LRR-repeat protein 5,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-18477,,20004#1427: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operation code: bladder surgery,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,2980.0,459953.0
ukb-b-19088,,41204#W100: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - secondary ICD10: W10.0 Home,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1120.0,461890.0
prot-a-1677,,,public,2018.0,Importin subunit alpha-1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-248,,,public,2018.0,Biglycan,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-941,,,public,2018.0,Protein enabled homolog,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1374,,,public,2018.0,NET100 0218,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-1070,,1608: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Average weekly fortified wine intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,327563.0,,
prot-a-3182,,,public,2018.0,Uronyl 2-sulfotransferase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-962,,,public,2010.0,Ever vs never smoked,Behavioural,1,Furberg,HG19/GRCh37,Risk factor,TAG,20418890.0,2455847,European,Males and Females,,log odds,1,74035.0,41969.0,32066.0
met-b-196,1.096530732,Female twins,public,2015.0,CD4:%Act(DR+),Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1625963,European,Females,,%,1,497.0,,
prot-a-701,,,public,2018.0,Cysteine and glycine-rich protein 3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-276,,Effect allele frequencies are missing,public,2010.0,Celiac disease,Autoimmune / inflammatory,1,Dubois PC,HG19/GRCh37,Disease,,20190752.0,523399,European,Males and Females,,log odds,1,15283.0,4533.0,10750.0
ubm-a-521,,,public,2018.0,IDP dMRI TBSS ICVF Cingulum hippocampus L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ubm-a-923,,,public,2018.0,NODEamps100 0032,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-a-438,,,public,2017.0,Fractured bone site(s): Ankle,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,335546.0,4693.0,330853.0
prot-a-326,,,public,2018.0,Carbonic anhydrase-related protein 10,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-600,0.3647626251,,public,2014.0,X-10346,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2544806,European,Males and Females,,log10 units,1,4207.0,,
met-b-221,2.965720846,Female twins,public,2015.0,CD8mem:%PD1+R6+,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1625344,European,Females,,%,1,497.0,,
ieu-a-797,1.33,Overweight women; effect allele frequencies are missing,public,2015.0,Urate,Other,1,Huffman JE,HG19/GRCh37,Risk factor,GUGC,25811787.0,2521972,European,Females,,SD (mg/dL),1,4690.0,,
ubm-a-2497,,,public,2018.0,NET100 1341,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1384,,,public,2018.0,NET100 0228,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2565,,,public,2018.0,RING finger protein 148,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-368,,,public,2018.0,Caveolin-2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1392,,,public,2018.0,NET100 0236,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-1746,,,public,2018.0,Leukocyte immunoglobulin-like receptor subfamily B member 4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-b-188,3.329083188,Female twins,public,2015.0,CD4:%Eff(127-PD1-),Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1624011,European,Females,,%,1,497.0,,
prot-a-1072,,,public,2018.0,Low affinity immunoglobulin epsilon Fc receptor,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-333,,,public,2018.0,Carbonic anhydrase 6,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-6092,,40008: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Age at cancer diagnosis,,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,73229.0,,
prot-a-2623,,,public,2018.0,Serum amyloid A-1 protein,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-932,,,public,2018.0,RNA polymerase II elongation factor ELL,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1861,,,public,2018.0,NET100 0705,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2676,,,public,2018.0,Semaphorin-5A,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-641,,,public,2018.0,"Cytochrome c oxidase subunit 8A, mitochondrial",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-a-129,,,public,2017.0,Treatment/medication code: omeprazole,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,19668.0,317491.0
ukb-d-20536_0,,,public,2018.0,Weight change during worst episode of depression: Stayed about the same or was on a diet,,1,Neale lab,HG19/GRCh37,Binary,,,13556976,European,Males and Females,,,0,56571.0,22981.0,33590.0
ubm-a-2480,,,public,2018.0,NET100 1324,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-17742,,41210#Y752: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - secondary OPCS: Y75.2 Laparoscopic approach to abdominal cavity NEC,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,8780.0,454230.0
ukb-d-1150_1,,,public,2018.0,Usual side of head for mobile phone use: Left,,1,Neale lab,HG19/GRCh37,Binary,,,13585048,European,Males and Females,,,0,303009.0,107802.0,195207.0
ukb-b-17881,,100016: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Potassium,,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,64979.0,,
ukb-b-8105,,41201#Y832: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"External causes: Y83.2 Surgical operation with anastomosis, bypass or graft",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1099.0,461911.0
ubm-a-2543,,,public,2018.0,NET100 1387,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-a-178,,,public,2017.0,Treatment/medication code: salmeterol product,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,209.0,336950.0
ukb-b-3542,,102820: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Hard cheese intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ubm-a-2084,,,public,2018.0,NET100 0928,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ebi-a-GCST001198,,beta+se converted from OR+CI; ,public,2011.0,Multiple sclerosis,,1,Sawcer S,HG19/GRCh37,,,21833088.0,463040,European,,,logOR,0,26621.0,9772.0,16849.0
ubm-a-1652,,,public,2018.0,NET100 0496,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-1099,,102410: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Salted peanuts intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ubm-a-2622,,,public,2018.0,NET100 1466,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-4947,,41246#1130: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment speciality of consultant (recoded): Breast surgery,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,444122.0,2465.0,441657.0
ukb-a-207,,,public,2017.0,Illnesses of father: High blood pressure,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,292053.0,66341.0,228609.0
ubm-a-1242,,,public,2018.0,NET100 0086,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-669,,,public,2018.0,Peroxisomal carnitine O-octanoyltransferase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ebi-a-GCST005845,,,public,2018.0,Heart rate increase in response to exercise,,1,Verweij N,HG19/GRCh37,,,29497042.0,14615800,European,,,,0,54137.0,,
ebi-a-GCST006697,,,public,2017.0,"Parental longevity (combined parental attained age, Martingale residuals)",,1,Pilling LC,HG19/GRCh37,,,29227965.0,11490055,European,,,,0,389166.0,,
ubm-a-3039,,,public,2018.0,DKTatlas rh inferiortemporal thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ieu-a-1127,,,public,2017.0,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Cancer,1,Michailidou K,HG19/GRCh37,Disease,BCAC,29059683.0,10680257,European,Females,,log odds,1,175475.0,69501.0,105974.0
ubm-a-1572,,,public,2018.0,NET100 0416,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
met-b-163,10.14235167,Female twins,public,2015.0,CD8:%Senescent,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1623131,European,Females,,%,1,497.0,,
